sentence,translation,difficulty,Tense_Simple_Present,Tense_Present_Continuous,Tense_Present_Perfect,Tense_Present_Perfect_Cont,Tense_Simple_Past,Tense_Past_Continuous,Tense_Past_Perfect,Tense_Past_Perfect_Cont,Tense_Simple_Future,Tense_Future_Continuous,Tense_Future_Perfect,Tense_Future_Perfect_Cont,is_passive,subordinate_clause_count,noun_phrase_count,average_noun_phrase_length,prepositional_phrase_count,verb_phrase_count,adjective_count,adverb_count,proper_noun_count,sentence_length
"दुसऱ्या डावात तो ४६ धावांवर बाद झाला, आणि भारताने आणखी एक कसोटी सामना अनिर्णित राखला","He was dismissed for 46 in the second innings, and India drew another Test.",5.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,1.75,2,2,1,0,1,16
२०१५ मध्ये कोहलीने देशभरात व्यायामशाळा आणि स्वास्थ केंद्र यांची साखळी सुरू करण्यासाठी ९० कोटी (US$१९,"In 2015, Kohli raised 900 million (US $19 million) to set up a chain of gyms and fitness centres across the country.",6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,1.5,3,2,0,0,2,27
"जुलै २४ ते ऑगस्ट ३, २०१३ दरम्यान खेळवल्या गेलेल्या झिंबाब्वे मधील पाच एकदिवसीय सामन्यांच्या दौऱ्यामधून धोणीसह बऱ्याच वरिष्ठ खेळाडूंना विश्रांती देण्यात आली आणि पहिल्यांदाच संपूर्ण मालिकेसाठी कर्णधार पद कोहलीकडे देण्यात आले","Only senior players, including Dhoni, were rested from the five-match ODI tour of Zimbabwe, which was played between 24 July and 3 August 2013, and for the first time, Kohli was given the captaincy for the entire series.",8.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,11,2.272727272727273,5,4,4,1,5,46
"३६ च्या सरासीने २४६ धावा केल्या, आणि त्याचा संघ उपांत्य सामन्यापर्यंत पोहोचला","Saraci scored 246 runs from 36, and his team reached the semi-finals.",5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1.5,1,2,0,0,1,16
पाच सामन्यांमध्ये १३६,136 in five matches.,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,1,0,0,0,0,5
६८ च्या सरासरीने २०४ धावा करून कोहलीने मालिकेत पुन्हा एकदा सर्वाधिक धवा केल्या,Kohli once again top-scored in the series with 204 runs at an average of 68,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.75,4,0,0,3,1,17
"कोहली त्याच्या मैदाना मधील आक्रमकतेसाठी ओळखला जातो आणि त्याच्या सुरुवातीच्या कारकि‍र्दीत त्याचे वर्णन प्रसार माध्यमांनी ""उतावीळ"" आणि ""उद्दाम"" असे केले होते","Kohli is known for his on-field aggression and was described as ""rash"" and ""brash"" by the media in his early career.",7.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1.8,4,2,2,0,1,28
त्यांच्या विक्रमाशी बरोबरी करणं चांगलं आहे पण तरीही मला अजून खूप पुढे जायचंय,It's nice to equal their record but I still have a long way to go.,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1.75,0,4,2,1,0,17
वेस्ट इंडीज मधील त्रिकोणी मालिकेमधल्या पाहिल्या सामन्यादरम्यान धोणीला दुखापत झाल्याने कोहलीवर कर्णधार पदाची जबाबदारी देण्यात आली,Kohli was named captain after Dhoni sustained an injury during a tri-series match in the West Indies.,7.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6,2.1666666666666665,2,2,3,0,4,20
"ऑस्ट्रेलियाचा माजी क्रिकेट खेळाडू आणि समालोचक डीन जोन्स कोहलीच्या खेळीबद्दल म्हणाला, "" महान एकदिवसीय खेळींपैकी ही एक आहे","Former Australian cricketer and commentator Dean Jones said of Kohli's innings, ""One of the great one-dayers.",7.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2.8,2,1,3,0,3,22
"कॉर्नरस्टोन स्पोर्टस अँड एंटरटेन्मेंटचे बंटी सजदेह ह्या स्पोर्टस् एजंटने २००८, १९ वर्षांखालील विश्वचषकानंतर कोहलीला करारबद्ध केले","Bunty Sajdeh, a sports agent with Cornerstone Sports and Entertainment, signed Kohli after the 2008 Under-19 World Cup",6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,2.3333333333333335,2,1,0,0,9,20
टी२० मालिका १-१ अशी बरोबरीत सुटली तर एकदिवसीय मालिका भारताने २-१ अशी गमावली,"The T20I series was drawn 1-1, while India lost the ODI series 2-1.",6.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3,2.3333333333333335,2,2,1,0,2,19
०९चा स्ट्राईक रेट आणि १५ च्या सरासरीने १६५ धावा केल्या,Scored 165 runs at a strike rate of 09 and an average of 15,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2.3333333333333335,3,1,0,0,0,14
"ब्रिस्बेन येथील दुसऱ्या कसोटी सामन्यात धोणी कर्णधार म्हणून परतला, ज्यात कोहलीने १९ आणि १ धावा केल्या आणि भारताचा चार गडी राखून पराभव झाला","Dhoni returned as captain in the Second Test at Brisbane, where Kohli scored 19 and 1 as India lost by four wickets.",7.0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,7,1.4285714285714286,4,3,0,0,6,24
विश्लेषक आणि माजी क्रिकेट खेळाडूंनी कोहलीच्या फलंदाजी तंत्राबद्दल प्रश्नचिन्ह व्यक्त केले,Analysts and former cricketers questioned Kohli's batting technique,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2.3333333333333335,0,1,1,0,1,9
"कोहली एक खूप ""शार्प"" क्षेत्ररक्षक सुद्धा आहे","Kohli is also a very ""sharp"" fielder.",4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.5,0,1,1,2,1,10
भारताने झिंबाब्वेला ५-० असे हरवले,India beat Zimbabwe 5 - 0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1.0,1,1,0,0,2,6
मुंबईतील शेवटच्या सामन्याबरोबर भारताने मालिकासुद्धा ३-२ अशी गमावली,India also lost the series 3-2 with the last match in Mumbai,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1.75,3,1,1,1,2,14
"इंग्लंड दौऱ्याआधी बांगलादेश दौऱ्यासाठी, कोहली आणि इतर वरिष्ठ खेळाडूंना विश्रांती देण्यात आली होती","Before the England tour, Kohli and other senior players were rested for the Bangladesh tour.",6.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,2.5,2,1,2,0,3,17
२०१२ मध्ये सर्वाधिक कसोटी धावा करणारा भारतीय,Most Test runs by an Indian in 2012,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,2,1,1,0,1,8
७५ च्या सरासरीने २४३ धावा केल्या,243 runs at an average of 75,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,2,1,0,0,0,7
आयपीएल २०१२ मध्ये त्याला बेताचेस यश मिळाले,He enjoyed unparalleled success in IPL 2012,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1.3333333333333333,1,1,1,0,1,7
२०१५ मध्ये सर्वाधिक कसोटी धावा करणारा भारतीय,Most Test runs by an Indian in 2015,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,2,1,1,0,1,8
“फुटबॉलच्या उत्सुकतेपोटी” आणि “भारतात फुटबॉल वाढीस लागावा” म्हणून त्याने क्लब मध्ये गुंतवणूक केली असे तो म्हणतो,"He says he invested in the club out of ""passion for football"" and to ""grow football in India.""",6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1.1428571428571428,5,3,0,0,1,23
त्याने २७,He has 27.,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,1,0,0,0,4
"स्पर्धेतील पाकिस्तानविरुद्ध पहिल्या सामन्यात, कोहलीने सर्वाधिक नाबाद ३६ धावा करून भारताला सात गडी राखून विजय मिळवून दिला","In the first match of the tournament against Pakistan, Kohli top-scored with 36 not out as India won by seven wickets",6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,1.6666666666666667,6,2,1,2,3,24
४० इतकी खराब होती,40 was so bad.,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,1,1,1,0,5
"त्याची सरासरी सर्वात जास्त होती आणि २५० पेक्षा जास्त धावा करणाऱ्या फलंदाजांच्या यादीत स्ट्राईक रेटचा विचार करता, तो दुसऱ्या क्रमांकावर होता",He had the highest average and the second-highest strike rate in the list of batsmen with more than 250 runs.,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,2.8333333333333335,3,1,3,1,0,23
